scenario_id,scenario_label,ego_vehicle_id,start_global_time,end_global_time,lane_start,lane_end,frames
congested_traffic_veh116_1163115700,congested_traffic,116,1163115700,1163120600,2,2,50
congested_traffic_veh116_1163116700,congested_traffic,116,1163116700,1163121600,2,2,50
congested_traffic_veh116_1163117700,congested_traffic,116,1163117700,1163122600,2,2,50
congested_traffic_veh116_1163118700,congested_traffic,116,1163118700,1163123600,2,2,50
congested_traffic_veh116_1163119700,congested_traffic,116,1163119700,1163124600,2,2,50
congested_traffic_veh116_1163120700,congested_traffic,116,1163120700,1163125600,2,2,50
congested_traffic_veh116_1163121700,congested_traffic,116,1163121700,1163126600,2,2,50
congested_traffic_veh116_1163122700,congested_traffic,116,1163122700,1163127600,2,2,50
congested_traffic_veh116_1163123700,congested_traffic,116,1163123700,1163128600,2,2,50
congested_traffic_veh116_1163124700,congested_traffic,116,1163124700,1163129600,2,2,50
congested_traffic_veh116_1163125700,congested_traffic,116,1163125700,1163130600,2,2,50
congested_traffic_veh116_1163126700,congested_traffic,116,1163126700,1163131600,2,2,50
congested_traffic_veh116_1163127700,congested_traffic,116,1163127700,1163132600,2,2,50
congested_traffic_veh116_1163128700,congested_traffic,116,1163128700,1163133600,2,2,50
congested_traffic_veh116_1163129700,congested_traffic,116,1163129700,1163134600,2,2,50
congested_traffic_veh116_1163132700,congested_traffic,116,1163132700,1163137600,2,2,50
congested_traffic_veh116_1163133700,congested_traffic,116,1163133700,1163138600,2,2,50
congested_traffic_veh116_1163134700,congested_traffic,116,1163134700,1163139600,2,2,50
congested_traffic_veh116_1163135700,congested_traffic,116,1163135700,1163140600,2,2,50
congested_traffic_veh116_1163136700,congested_traffic,116,1163136700,1163141600,2,2,50
congested_traffic_veh116_1163137700,congested_traffic,116,1163137700,1163142600,2,2,50
congested_traffic_veh116_1163138700,congested_traffic,116,1163138700,1163143600,2,2,50
congested_traffic_veh116_1163139700,congested_traffic,116,1163139700,1163144600,2,2,50
congested_traffic_veh116_1163140700,congested_traffic,116,1163140700,1163145600,2,2,50
congested_traffic_veh116_1163141700,congested_traffic,116,1163141700,1163146600,2,2,50
congested_traffic_veh116_1163142700,congested_traffic,116,1163142700,1163147600,2,2,50
congested_traffic_veh116_1163143700,congested_traffic,116,1163143700,1163148600,2,2,50
congested_traffic_veh116_1163144700,congested_traffic,116,1163144700,1163149600,2,2,50
congested_traffic_veh116_1163145700,congested_traffic,116,1163145700,1163150600,2,2,50
congested_traffic_veh116_1163146700,congested_traffic,116,1163146700,1163151600,2,2,50
congested_traffic_veh116_1163147700,congested_traffic,116,1163147700,1163152600,2,2,50
congested_traffic_veh116_1163148700,congested_traffic,116,1163148700,1163153600,2,2,50
congested_traffic_veh116_1163149700,congested_traffic,116,1163149700,1163154600,2,2,50
congested_traffic_veh116_1163150700,congested_traffic,116,1163150700,1163155600,2,2,50
congested_traffic_veh116_1163151700,congested_traffic,116,1163151700,1163156600,2,2,50
congested_traffic_veh116_1163152700,congested_traffic,116,1163152700,1163157600,2,2,50
congested_traffic_veh116_1163153700,congested_traffic,116,1163153700,1163158600,2,2,50
congested_traffic_veh116_1163154700,congested_traffic,116,1163154700,1163159600,2,2,50
congested_traffic_veh116_1163155700,congested_traffic,116,1163155700,1163160600,2,2,50
congested_traffic_veh116_1163156700,congested_traffic,116,1163156700,1163161600,2,2,50
congested_traffic_veh116_1163157700,congested_traffic,116,1163157700,1163162600,2,2,50
congested_traffic_veh116_1163158700,congested_traffic,116,1163158700,1163163600,2,2,50
congested_traffic_veh116_1163159700,congested_traffic,116,1163159700,1163164600,2,2,50
congested_traffic_veh116_1163160700,congested_traffic,116,1163160700,1163165600,2,2,50
congested_traffic_veh116_1163161700,congested_traffic,116,1163161700,1163166600,2,2,50
congested_traffic_veh116_1163162700,congested_traffic,116,1163162700,1163167600,2,2,50
congested_traffic_veh116_1163163700,congested_traffic,116,1163163700,1163168600,2,0,50
car_following_veh116_1113433176500,car_following,116,1113433176500,1113433181400,2,2,50
car_following_veh116_1113433177500,car_following,116,1113433177500,1113433182400,2,2,50
car_following_veh116_1113433178500,car_following,116,1113433178500,1113433183400,2,2,50
car_following_veh116_1113433179500,car_following,116,1113433179500,1113433184400,2,2,50
congested_traffic_veh117_1113433183000,congested_traffic,117,1113433183000,1113433187900,2,2,50
congested_traffic_veh118_1163104100,congested_traffic,118,1163104100,1163109000,2,2,50
congested_traffic_veh118_1163105100,congested_traffic,118,1163105100,1163110000,2,2,50
congested_traffic_veh118_1163106100,congested_traffic,118,1163106100,1163111000,2,2,50
congested_traffic_veh118_1163107100,congested_traffic,118,1163107100,1163112000,2,2,50
congested_traffic_veh118_1163108100,congested_traffic,118,1163108100,1163113000,2,2,50
congested_traffic_veh118_1163109100,congested_traffic,118,1163109100,1163114000,2,2,50
congested_traffic_veh118_1163110100,congested_traffic,118,1163110100,1163115000,2,2,50
congested_traffic_veh118_1163111100,congested_traffic,118,1163111100,1163116000,2,2,50
congested_traffic_veh118_1163112100,congested_traffic,118,1163112100,1163117000,2,2,50
congested_traffic_veh118_1163113100,congested_traffic,118,1163113100,1163118000,2,2,50
congested_traffic_veh118_1163114100,congested_traffic,118,1163114100,1163119000,2,2,50
congested_traffic_veh118_1163115100,congested_traffic,118,1163115100,1163120000,2,2,50
congested_traffic_veh118_1163116100,congested_traffic,118,1163116100,1163121000,2,2,50
congested_traffic_veh118_1163117100,congested_traffic,118,1163117100,1163122000,2,2,50
congested_traffic_veh118_1163118100,congested_traffic,118,1163118100,1163123000,2,2,50
car_following_veh118_1163119100,car_following,118,1163119100,1163124000,2,2,50
car_following_veh118_1163120100,car_following,118,1163120100,1163125000,2,2,50
car_following_veh118_1163121100,car_following,118,1163121100,1163126000,2,2,50
car_following_veh118_1163122100,car_following,118,1163122100,1163127000,2,2,50
car_following_veh118_1163123100,car_following,118,1163123100,1163128000,2,2,50
car_following_veh118_1163124100,car_following,118,1163124100,1163129000,2,2,50
car_following_veh118_1163125100,car_following,118,1163125100,1163130000,2,2,50
car_following_veh118_1163126100,car_following,118,1163126100,1163131000,2,2,50
car_following_veh118_1163127100,car_following,118,1163127100,1163132000,2,2,50
car_following_veh118_1163128100,car_following,118,1163128100,1163133000,2,2,50
car_following_veh118_1163129100,car_following,118,1163129100,1163134000,2,2,50
car_following_veh118_1163130100,car_following,118,1163130100,1163135000,2,2,50
car_following_veh118_1163131100,car_following,118,1163131100,1163136000,2,2,50
car_following_veh118_1163132100,car_following,118,1163132100,1163137000,2,2,50
car_following_veh118_1163133100,car_following,118,1163133100,1163138000,2,2,50
car_following_veh118_1163134100,car_following,118,1163134100,1163139000,2,2,50
car_following_veh118_1163135100,car_following,118,1163135100,1163140000,2,2,50
car_following_veh118_1163136100,car_following,118,1163136100,1163141000,2,2,50
car_following_veh118_1163137100,car_following,118,1163137100,1163142000,2,2,50
congested_traffic_veh118_1163138100,congested_traffic,118,1163138100,1163143000,2,2,50
congested_traffic_veh118_1163139100,congested_traffic,118,1163139100,1163144000,2,2,50
congested_traffic_veh118_1163140100,congested_traffic,118,1163140100,1163145000,2,2,50
congested_traffic_veh118_1163141100,congested_traffic,118,1163141100,1163146000,2,2,50
congested_traffic_veh118_1163142100,congested_traffic,118,1163142100,1163147000,2,2,50
congested_traffic_veh118_1163143100,congested_traffic,118,1163143100,1163148000,2,2,50
congested_traffic_veh118_1163144100,congested_traffic,118,1163144100,1163149000,2,2,50
congested_traffic_veh118_1163145100,congested_traffic,118,1163145100,1163150000,2,2,50
car_following_veh118_1163146100,car_following,118,1163146100,1163151000,2,2,50
car_following_veh118_1163147100,car_following,118,1163147100,1163152000,2,2,50
car_following_veh118_1163148100,car_following,118,1163148100,1163153000,2,2,50
car_following_veh118_1163149100,car_following,118,1163149100,1163154000,2,2,50
car_following_veh118_1163150100,car_following,118,1163150100,1163155000,2,2,50
car_following_veh118_1163151100,car_following,118,1163151100,1163156000,2,2,50
car_following_veh118_1163152100,car_following,118,1163152100,1163157000,2,2,50
car_following_veh118_1163153100,car_following,118,1163153100,1163158000,2,2,50
car_following_veh118_1163154100,car_following,118,1163154100,1163159000,2,2,50
car_following_veh118_1163155100,car_following,118,1163155100,1163160000,2,2,50
car_following_veh118_1163156100,car_following,118,1163156100,1163161000,2,2,50
car_following_veh118_1163157100,car_following,118,1163157100,1163162000,2,2,50
car_following_veh118_1163158100,car_following,118,1163158100,1163163000,2,2,50
car_following_veh118_1163159100,car_following,118,1163159100,1163164000,2,2,50
car_following_veh118_1163160100,car_following,118,1163160100,1163165000,2,2,50
car_following_veh118_1163161100,car_following,118,1163161100,1163166000,2,2,50
car_following_veh118_1163162100,car_following,118,1163162100,1163167000,2,2,50
car_following_veh118_1163163100,car_following,118,1163163100,1163168000,2,2,50
car_following_veh118_1163164100,car_following,118,1163164100,1163169000,2,2,50
congested_traffic_veh118_1163165100,congested_traffic,118,1163165100,1163170000,2,2,50
congested_traffic_veh120_1163104700,congested_traffic,120,1163104700,1163109600,1,1,50
congested_traffic_veh120_1163105700,congested_traffic,120,1163105700,1163110600,1,1,50
congested_traffic_veh120_1163106700,congested_traffic,120,1163106700,1163111600,1,1,50
congested_traffic_veh120_1163107700,congested_traffic,120,1163107700,1163112600,1,1,50
congested_traffic_veh120_1163108700,congested_traffic,120,1163108700,1163113600,1,1,50
congested_traffic_veh120_1163109700,congested_traffic,120,1163109700,1163114600,1,1,50
congested_traffic_veh120_1163110700,congested_traffic,120,1163110700,1163115600,1,1,50
congested_traffic_veh120_1163111700,congested_traffic,120,1163111700,1163116600,1,1,50
congested_traffic_veh120_1163112700,congested_traffic,120,1163112700,1163117600,1,1,50
congested_traffic_veh120_1163113700,congested_traffic,120,1163113700,1163118600,1,1,50
congested_traffic_veh120_1163114700,congested_traffic,120,1163114700,1163119600,1,1,50
congested_traffic_veh120_1163115700,congested_traffic,120,1163115700,1163120600,1,1,50
congested_traffic_veh120_1163116700,congested_traffic,120,1163116700,1163121600,1,1,50
congested_traffic_veh120_1163117700,congested_traffic,120,1163117700,1163122600,1,1,50
car_following_veh120_1163118700,car_following,120,1163118700,1163123600,1,1,50
car_following_veh120_1163119700,car_following,120,1163119700,1163124600,1,1,50
car_following_veh120_1163120700,car_following,120,1163120700,1163125600,1,1,50
car_following_veh120_1163121700,car_following,120,1163121700,1163126600,1,1,50
car_following_veh120_1163122700,car_following,120,1163122700,1163127600,1,1,50
car_following_veh120_1163123700,car_following,120,1163123700,1163128600,1,1,50
car_following_veh120_1163124700,car_following,120,1163124700,1163129600,1,1,50
car_following_veh120_1163125700,car_following,120,1163125700,1163130600,1,1,50
car_following_veh120_1163126700,car_following,120,1163126700,1163131600,1,1,50
car_following_veh120_1163127700,car_following,120,1163127700,1163132600,1,1,50
car_following_veh120_1163128700,car_following,120,1163128700,1163133600,1,1,50
car_following_veh120_1163129700,car_following,120,1163129700,1163134600,1,1,50
car_following_veh120_1163130700,car_following,120,1163130700,1163135600,1,1,50
car_following_veh120_1163131700,car_following,120,1163131700,1163136600,1,1,50
car_following_veh120_1163132700,car_following,120,1163132700,1163137600,1,1,50
car_following_veh120_1163133700,car_following,120,1163133700,1163138600,1,1,50
car_following_veh120_1163134700,car_following,120,1163134700,1163139600,1,1,50
car_following_veh120_1163135700,car_following,120,1163135700,1163140600,1,1,50
car_following_veh120_1163136700,car_following,120,1163136700,1163141600,1,1,50
congested_traffic_veh120_1163137700,congested_traffic,120,1163137700,1163142600,1,1,50
congested_traffic_veh120_1163138700,congested_traffic,120,1163138700,1163143600,1,1,50
congested_traffic_veh120_1163139700,congested_traffic,120,1163139700,1163144600,1,1,50
congested_traffic_veh120_1163140700,congested_traffic,120,1163140700,1163145600,1,1,50
congested_traffic_veh120_1163141700,congested_traffic,120,1163141700,1163146600,1,1,50
congested_traffic_veh120_1163142700,congested_traffic,120,1163142700,1163147600,1,1,50
congested_traffic_veh120_1163143700,congested_traffic,120,1163143700,1163148600,1,1,50
car_following_veh120_1163144700,car_following,120,1163144700,1163149600,1,1,50
car_following_veh120_1163145700,car_following,120,1163145700,1163150600,1,1,50
car_following_veh120_1163146700,car_following,120,1163146700,1163151600,1,1,50
car_following_veh120_1163147700,car_following,120,1163147700,1163152600,1,1,50
car_following_veh120_1163148700,car_following,120,1163148700,1163153600,1,1,50
car_following_veh120_1163149700,car_following,120,1163149700,1163154600,1,1,50
car_following_veh120_1163150700,car_following,120,1163150700,1163155600,1,1,50
car_following_veh120_1163151700,car_following,120,1163151700,1163156600,1,1,50
car_following_veh120_1163152700,car_following,120,1163152700,1163157600,1,1,50
car_following_veh120_1163153700,car_following,120,1163153700,1163158600,1,1,50
car_following_veh120_1163154700,car_following,120,1163154700,1163159600,1,1,50
car_following_veh120_1163155700,car_following,120,1163155700,1163160600,1,1,50
car_following_veh120_1163156700,car_following,120,1163156700,1163161600,1,1,50
car_following_veh120_1163157700,car_following,120,1163157700,1163162600,1,1,50
congested_traffic_veh120_1163158700,congested_traffic,120,1163158700,1163163600,1,1,50
congested_traffic_veh120_1163159700,congested_traffic,120,1163159700,1163164600,1,1,50
congested_traffic_veh120_1163160700,congested_traffic,120,1163160700,1163165600,1,1,50
congested_traffic_veh120_1163161700,congested_traffic,120,1163161700,1163166600,1,1,50
congested_traffic_veh120_1163162700,congested_traffic,120,1163162700,1163167600,1,1,50
congested_traffic_veh120_1163163700,congested_traffic,120,1163163700,1163168600,1,1,50
congested_traffic_veh120_1163164700,congested_traffic,120,1163164700,1163169600,1,1,50
congested_traffic_veh120_1163165700,congested_traffic,120,1163165700,1163170600,1,1,50
congested_traffic_veh120_1163166700,congested_traffic,120,1163166700,1163171600,1,1,50
congested_traffic_veh120_1163167700,congested_traffic,120,1163167700,1163172600,1,0,50
car_following_veh121_1113433188700,car_following,121,1113433188700,1113433193600,4,4,50
car_following_veh122_1113433176000,car_following,122,1113433176000,1113433180900,4,4,50
car_following_veh122_1113433177000,car_following,122,1113433177000,1113433181900,4,4,50
congested_traffic_veh122_1113433178000,congested_traffic,122,1113433178000,1113433182900,4,4,50
congested_traffic_veh122_1113433179000,congested_traffic,122,1113433179000,1113433183900,4,4,50
congested_traffic_veh123_1113433185100,congested_traffic,123,1113433185100,1113433190000,5,5,50
congested_traffic_veh123_1113433186100,congested_traffic,123,1113433186100,1113433191000,5,5,50
congested_traffic_veh123_1113433187100,congested_traffic,123,1113433187100,1113433192000,5,5,50
congested_traffic_veh123_1113433188100,congested_traffic,123,1113433188100,1113433193000,5,5,50
congested_traffic_veh123_1118935796400,congested_traffic,123,1118935796400,1118935801300,1,1,50
congested_traffic_veh123_1118935797400,congested_traffic,123,1118935797400,1118935802300,1,1,50
congested_traffic_veh123_1118935818400,congested_traffic,123,1118935818400,1118935823300,1,1,50
congested_traffic_veh123_1118935819400,congested_traffic,123,1118935819400,1118935824300,1,1,50
congested_traffic_veh123_1118935820400,congested_traffic,123,1118935820400,1118935825300,1,1,50
congested_traffic_veh123_1118935821400,congested_traffic,123,1118935821400,1118935826300,1,1,50
congested_traffic_veh125_1163109100,congested_traffic,125,1163109100,1163114000,1,1,50
congested_traffic_veh125_1163110100,congested_traffic,125,1163110100,1163115000,1,1,50
congested_traffic_veh125_1163111100,congested_traffic,125,1163111100,1163116000,1,1,50
congested_traffic_veh125_1163112100,congested_traffic,125,1163112100,1163117000,1,1,50
congested_traffic_veh125_1163113100,congested_traffic,125,1163113100,1163118000,1,1,50
congested_traffic_veh125_1163114100,congested_traffic,125,1163114100,1163119000,1,1,50
congested_traffic_veh125_1163115100,congested_traffic,125,1163115100,1163120000,1,1,50
congested_traffic_veh125_1163116100,congested_traffic,125,1163116100,1163121000,1,1,50
congested_traffic_veh125_1163117100,congested_traffic,125,1163117100,1163122000,1,1,50
congested_traffic_veh125_1163118100,congested_traffic,125,1163118100,1163123000,1,1,50
congested_traffic_veh125_1163119100,congested_traffic,125,1163119100,1163124000,1,1,50
congested_traffic_veh125_1163120100,congested_traffic,125,1163120100,1163125000,1,1,50
congested_traffic_veh125_1163121100,congested_traffic,125,1163121100,1163126000,1,1,50
congested_traffic_veh125_1163122100,congested_traffic,125,1163122100,1163127000,1,1,50
congested_traffic_veh125_1163123100,congested_traffic,125,1163123100,1163128000,1,1,50
congested_traffic_veh125_1163124100,congested_traffic,125,1163124100,1163129000,1,1,50
congested_traffic_veh125_1163125100,congested_traffic,125,1163125100,1163130000,1,1,50
congested_traffic_veh125_1163126100,congested_traffic,125,1163126100,1163131000,1,1,50
congested_traffic_veh125_1163127100,congested_traffic,125,1163127100,1163132000,1,1,50
congested_traffic_veh125_1163128100,congested_traffic,125,1163128100,1163133000,1,1,50
congested_traffic_veh125_1163129100,congested_traffic,125,1163129100,1163134000,1,1,50
congested_traffic_veh125_1163130100,congested_traffic,125,1163130100,1163135000,1,1,50
congested_traffic_veh125_1163131100,congested_traffic,125,1163131100,1163136000,1,1,50
congested_traffic_veh125_1163132100,congested_traffic,125,1163132100,1163137000,1,1,50
congested_traffic_veh125_1163133100,congested_traffic,125,1163133100,1163138000,1,1,50
congested_traffic_veh125_1163134100,congested_traffic,125,1163134100,1163139000,1,1,50
congested_traffic_veh125_1163135100,congested_traffic,125,1163135100,1163140000,1,1,50
congested_traffic_veh125_1163136100,congested_traffic,125,1163136100,1163141000,1,1,50
congested_traffic_veh125_1163137100,congested_traffic,125,1163137100,1163142000,1,1,50
congested_traffic_veh125_1163138100,congested_traffic,125,1163138100,1163143000,1,1,50
congested_traffic_veh125_1163139100,congested_traffic,125,1163139100,1163144000,1,1,50
congested_traffic_veh125_1163140100,congested_traffic,125,1163140100,1163145000,1,1,50
congested_traffic_veh125_1163141100,congested_traffic,125,1163141100,1163146000,1,1,50
congested_traffic_veh125_1163142100,congested_traffic,125,1163142100,1163147000,1,1,50
congested_traffic_veh125_1163143100,congested_traffic,125,1163143100,1163148000,1,1,50
congested_traffic_veh125_1163144100,congested_traffic,125,1163144100,1163149000,1,1,50
congested_traffic_veh125_1163145100,congested_traffic,125,1163145100,1163150000,1,1,50
congested_traffic_veh125_1163146100,congested_traffic,125,1163146100,1163151000,1,1,50
congested_traffic_veh125_1163147100,congested_traffic,125,1163147100,1163152000,1,1,50
congested_traffic_veh125_1163148100,congested_traffic,125,1163148100,1163153000,1,1,50
congested_traffic_veh125_1163149100,congested_traffic,125,1163149100,1163154000,1,1,50
congested_traffic_veh125_1163150100,congested_traffic,125,1163150100,1163155000,1,1,50
congested_traffic_veh125_1163151100,congested_traffic,125,1163151100,1163156000,1,1,50
congested_traffic_veh125_1163152100,congested_traffic,125,1163152100,1163157000,1,1,50
congested_traffic_veh125_1163153100,congested_traffic,125,1163153100,1163158000,1,1,50
congested_traffic_veh125_1163154100,congested_traffic,125,1163154100,1163159000,1,1,50
congested_traffic_veh125_1163155100,congested_traffic,125,1163155100,1163160000,1,1,50
congested_traffic_veh125_1163156100,congested_traffic,125,1163156100,1163161000,1,1,50
congested_traffic_veh125_1163157100,congested_traffic,125,1163157100,1163162000,1,1,50
congested_traffic_veh125_1163158100,congested_traffic,125,1163158100,1163163000,1,1,50
congested_traffic_veh125_1163159100,congested_traffic,125,1163159100,1163164000,1,1,50
congested_traffic_veh125_1163160100,congested_traffic,125,1163160100,1163165000,1,1,50
congested_traffic_veh125_1163161100,congested_traffic,125,1163161100,1163166000,1,1,50
congested_traffic_veh125_1163162100,congested_traffic,125,1163162100,1163167000,1,1,50
congested_traffic_veh125_1163163100,congested_traffic,125,1163163100,1163168000,1,1,50
congested_traffic_veh125_1163164100,congested_traffic,125,1163164100,1163169000,1,1,50
congested_traffic_veh125_1163165100,congested_traffic,125,1163165100,1163170000,1,1,50
congested_traffic_veh125_1163166100,congested_traffic,125,1163166100,1163171000,1,1,50
congested_traffic_veh125_1163167100,congested_traffic,125,1163167100,1163172000,1,1,50
congested_traffic_veh125_1163168100,congested_traffic,125,1163168100,1163173000,1,1,50
congested_traffic_veh126_1113433189400,congested_traffic,126,1113433189400,1113433194300,5,5,50
congested_traffic_veh126_1113433190400,congested_traffic,126,1113433190400,1113433195300,5,5,50
congested_traffic_veh126_1118936804500,congested_traffic,126,1118936804500,1118936809400,3,3,50
car_following_veh126_1118936805500,car_following,126,1118936805500,1118936810400,3,3,50
car_following_veh126_1118936806500,car_following,126,1118936806500,1118936811400,3,3,50
car_following_veh126_1118936807500,car_following,126,1118936807500,1118936812400,3,3,50
car_following_veh126_1118936808500,car_following,126,1118936808500,1118936813400,3,3,50
car_following_veh126_1118936809500,car_following,126,1118936809500,1118936814400,3,3,50
car_following_veh126_1118936810500,car_following,126,1118936810500,1118936815400,3,3,50
car_following_veh126_1118936811500,car_following,126,1118936811500,1118936816400,3,3,50
congested_traffic_veh126_1118936812500,congested_traffic,126,1118936812500,1118936817400,3,3,50
congested_traffic_veh126_1118936813500,congested_traffic,126,1118936813500,1118936818400,3,3,50
congested_traffic_veh126_1118936814500,congested_traffic,126,1118936814500,1118936819400,3,3,50
congested_traffic_veh126_1118936815500,congested_traffic,126,1118936815500,1118936820400,3,3,50
congested_traffic_veh126_1118936816500,congested_traffic,126,1118936816500,1118936821400,3,3,50
congested_traffic_veh126_1118936817500,congested_traffic,126,1118936817500,1118936822400,3,3,50
congested_traffic_veh126_1118936818500,congested_traffic,126,1118936818500,1118936823400,3,3,50
congested_traffic_veh126_1118936819500,congested_traffic,126,1118936819500,1118936824400,3,3,50
congested_traffic_veh126_1118936820500,congested_traffic,126,1118936820500,1118936825400,3,3,50
congested_traffic_veh126_1118936821500,congested_traffic,126,1118936821500,1118936826400,3,3,50
congested_traffic_veh126_1118936822500,congested_traffic,126,1118936822500,1118936827400,3,3,50
congested_traffic_veh126_1118936823500,congested_traffic,126,1118936823500,1118936828400,3,3,50
congested_traffic_veh126_1118936824500,congested_traffic,126,1118936824500,1118936829400,3,3,50
congested_traffic_veh126_1118936825500,congested_traffic,126,1118936825500,1118936830400,3,3,50
car_following_veh126_1118936826500,car_following,126,1118936826500,1118936831400,3,3,50
car_following_veh126_1118936827500,car_following,126,1118936827500,1118936832400,3,3,50
car_following_veh126_1118936828500,car_following,126,1118936828500,1118936833400,3,3,50
congested_traffic_veh126_1118936829500,congested_traffic,126,1118936829500,1118936834400,3,3,50
congested_traffic_veh126_1118936830500,congested_traffic,126,1118936830500,1118936835400,3,3,50
congested_traffic_veh126_1118936831500,congested_traffic,126,1118936831500,1118936836400,3,3,50
congested_traffic_veh126_1118936832500,congested_traffic,126,1118936832500,1118936837400,3,3,50
congested_traffic_veh126_1118936833500,congested_traffic,126,1118936833500,1118936838400,3,3,50
congested_traffic_veh133_1118936798400,congested_traffic,133,1118936798400,1118936803300,1,1,50
congested_traffic_veh133_1118936799400,congested_traffic,133,1118936799400,1118936804300,1,1,50
congested_traffic_veh133_1118936800400,congested_traffic,133,1118936800400,1118936805300,1,1,50
congested_traffic_veh133_1118936801400,congested_traffic,133,1118936801400,1118936806300,1,1,50
congested_traffic_veh133_1118936802400,congested_traffic,133,1118936802400,1118936807300,1,1,50
congested_traffic_veh133_1118936803400,congested_traffic,133,1118936803400,1118936808300,1,1,50
congested_traffic_veh133_1118936828400,congested_traffic,133,1118936828400,1118936833300,1,1,50
congested_traffic_veh133_1118936829400,congested_traffic,133,1118936829400,1118936834300,1,1,50
congested_traffic_veh133_1118936830400,congested_traffic,133,1118936830400,1118936835300,1,1,50
congested_traffic_veh134_1118936801700,congested_traffic,134,1118936801700,1118936806600,1,1,50
congested_traffic_veh134_1118936802700,congested_traffic,134,1118936802700,1118936807600,1,1,50
car_following_veh134_1118936803700,car_following,134,1118936803700,1118936808600,1,1,50
car_following_veh134_1118936804700,car_following,134,1118936804700,1118936809600,1,1,50
car_following_veh134_1118936805700,car_following,134,1118936805700,1118936810600,1,1,50
car_following_veh134_1118936806700,car_following,134,1118936806700,1118936811600,1,1,50
car_following_veh134_1118936807700,car_following,134,1118936807700,1118936812600,1,1,50
car_following_veh134_1118936808700,car_following,134,1118936808700,1118936813600,1,1,50
car_following_veh134_1118936809700,car_following,134,1118936809700,1118936814600,1,1,50
congested_traffic_veh134_1118936810700,congested_traffic,134,1118936810700,1118936815600,1,1,50
congested_traffic_veh134_1118936811700,congested_traffic,134,1118936811700,1118936816600,1,1,50
congested_traffic_veh134_1118936812700,congested_traffic,134,1118936812700,1118936817600,1,1,50
congested_traffic_veh134_1118936813700,congested_traffic,134,1118936813700,1118936818600,1,1,50
car_following_veh134_1118936814700,car_following,134,1118936814700,1118936819600,1,1,50
car_following_veh134_1118936815700,car_following,134,1118936815700,1118936820600,1,1,50
car_following_veh134_1118936816700,car_following,134,1118936816700,1118936821600,1,1,50
car_following_veh134_1118936817700,car_following,134,1118936817700,1118936822600,1,1,50
car_following_veh134_1118936818700,car_following,134,1118936818700,1118936823600,1,1,50
car_following_veh134_1118936819700,car_following,134,1118936819700,1118936824600,1,1,50
car_following_veh134_1118936820700,car_following,134,1118936820700,1118936825600,1,1,50
car_following_veh134_1118936821700,car_following,134,1118936821700,1118936826600,1,1,50
car_following_veh134_1118936822700,car_following,134,1118936822700,1118936827600,1,1,50
car_following_veh134_1118936823700,car_following,134,1118936823700,1118936828600,1,1,50
car_following_veh134_1118936824700,car_following,134,1118936824700,1118936829600,1,1,50
car_following_veh134_1118936825700,car_following,134,1118936825700,1118936830600,1,1,50
car_following_veh134_1118936826700,car_following,134,1118936826700,1118936831600,1,1,50
car_following_veh134_1118936827700,car_following,134,1118936827700,1118936832600,1,1,50
car_following_veh134_1118936828700,car_following,134,1118936828700,1118936833600,1,1,50
car_following_veh134_1118936829700,car_following,134,1118936829700,1118936834600,1,1,50
car_following_veh134_1118936830700,car_following,134,1118936830700,1118936835600,1,1,50
car_following_veh135_1113437664100,car_following,135,1113437664100,1113437669000,5,5,50
car_following_veh135_1113437665100,car_following,135,1113437665100,1113437670000,5,5,50
congested_traffic_veh137_1163113600,congested_traffic,137,1163113600,1163118500,2,2,50
congested_traffic_veh137_1163114600,congested_traffic,137,1163114600,1163119500,2,2,50
congested_traffic_veh137_1163115600,congested_traffic,137,1163115600,1163120500,2,2,50
congested_traffic_veh137_1163116600,congested_traffic,137,1163116600,1163121500,2,2,50
congested_traffic_veh137_1163117600,congested_traffic,137,1163117600,1163122500,2,2,50
car_following_veh137_1163118600,car_following,137,1163118600,1163123500,2,2,50
car_following_veh137_1163119600,car_following,137,1163119600,1163124500,2,2,50
car_following_veh137_1163120600,car_following,137,1163120600,1163125500,2,2,50
car_following_veh137_1163121600,car_following,137,1163121600,1163126500,2,2,50
car_following_veh137_1163122600,car_following,137,1163122600,1163127500,2,2,50
car_following_veh137_1163123600,car_following,137,1163123600,1163128500,2,2,50
car_following_veh137_1163124600,car_following,137,1163124600,1163129500,2,2,50
car_following_veh137_1163125600,car_following,137,1163125600,1163130500,2,2,50
car_following_veh137_1163126600,car_following,137,1163126600,1163131500,2,2,50
car_following_veh137_1163127600,car_following,137,1163127600,1163132500,2,2,50
car_following_veh137_1163128600,car_following,137,1163128600,1163133500,2,2,50
car_following_veh137_1163129600,car_following,137,1163129600,1163134500,2,2,50
car_following_veh137_1163130600,car_following,137,1163130600,1163135500,2,2,50
car_following_veh137_1163131600,car_following,137,1163131600,1163136500,2,2,50
car_following_veh137_1163132600,car_following,137,1163132600,1163137500,2,2,50
car_following_veh137_1163133600,car_following,137,1163133600,1163138500,2,2,50
car_following_veh137_1163134600,car_following,137,1163134600,1163139500,2,2,50
car_following_veh137_1163135600,car_following,137,1163135600,1163140500,2,2,50
car_following_veh137_1163136600,car_following,137,1163136600,1163141500,2,2,50
congested_traffic_veh137_1163137600,congested_traffic,137,1163137600,1163142500,2,2,50
congested_traffic_veh137_1163138600,congested_traffic,137,1163138600,1163143500,2,2,50
